file,surface_count,touch_count,max_nn_dist,mean_nn_dist,median_nn_dist,cov_0.005,cov_0.01,cov_0.02,cov_0.05
jar__03593526__10af6bdfd126209faaf0ad030fc37d94__models__model_normalized.npz,235000,1500000,0.44947072858766096,0.013707665091390611,0.003935736999788461,0.6055446808510638,0.7423702127659575,0.8352553191489361,0.9415446808510638
jar__03593526__1168c9e9db2c1c5066639e628d6519b6__models__model_normalized.npz,235000,1500000,0.24502977398413184,0.024179903436768135,0.014088726194725353,0.1436851063829787,0.3840425531914894,0.677668085106383,0.8769787234042553
jar__03593526__117843347cde5b502b18a5129db1b7d0__models__model_normalized.npz,235000,1500000,0.09608389133459565,0.005388400115137082,0.003816424909967952,0.6753489361702127,0.9196170212765957,0.9624170212765958,0.9960170212765957
jar__03593526__1252b0fc818969ebca2ed12df13a916a__models__model_normalized.npz,235000,1500000,0.19347490096603118,0.009571552960638618,0.0039678724087085235,0.6287702127659575,0.8420042553191489,0.9049531914893617,0.9599319148936171
jar__03593526__12d643221a3edaa4ab361b6be63163da__models__model_normalized.npz,235000,1500000,0.2545224338699973,0.05661140220208797,0.04622529416545656,0.1906808510638298,0.3347872340425532,0.3984723404255319,0.6868851063829787
jar__03593526__12ec19e85b31e274725f67267e31c89__models__model_normalized.npz,235000,1500000,0.2337371672915959,0.045001844011834845,0.053330966835884605,0.16593191489361703,0.25382978723404254,0.31757446808510637,0.48604255319148937
jar__03593526__133dc38c1316d9515dc3653f8341633a__models__model_normalized.npz,235000,1500000,0.38615993538593296,0.02651394697317286,0.015183590006996699,0.2285531914893617,0.44382978723404254,0.5188085106382979,0.9013744680851064
jar__03593526__146f6702601f9c5d8bb41b82b15c6ac__models__model_normalized.npz,235000,1500000,0.15268174743638072,0.03461219105547126,0.011432623013836202,0.23756170212765956,0.47086382978723407,0.5654978723404255,0.6477276595744681
jar__03593526__14ac8d866a8ea8b398910e50f05b8001__models__model_normalized.npz,235000,1500000,0.14668377342111194,0.023969003532030672,0.0200606881703711,0.26903404255319147,0.44582127659574466,0.49981276595744684,0.9206510638297872
jar__03593526__151a80ff1ad2fe11c8c4893204f16cf__models__model_normalized.npz,235000,1500000,0.47666543298763653,0.05110127174933113,0.013460008366671123,0.3554,0.474,0.5396808510638298,0.6907914893617021
jar__03593526__1654250bf1bc5a0131fef20bb2ae787e__models__model_normalized.npz,235000,1500000,0.1809778274561063,0.01622837747114014,0.00928337780947961,0.32725106382978725,0.5111829787234042,0.6225574468085107,0.9665617021276596
jar__03593526__1666ce5ced647ed25d878ba9ec3c0d6a__models__model_normalized.npz,235000,1500000,0.12538687757774555,0.021853630096599894,0.016263043655996928,0.2611659574468085,0.44946382978723404,0.515395744680851,0.9565744680851064
jar__03593526__166c3012a4b35768f51f77a6d7299806__models__model_normalized.npz,235000,1500000,0.502973122841884,0.018388343713550487,0.005488311922764616,0.461868085106383,0.7366723404255319,0.8344,0.950936170212766
