file,surface_count,touch_count,max_nn_dist,mean_nn_dist,median_nn_dist,cov_0.005,cov_0.01,cov_0.02,cov_0.05
chair__03001627__1006be65e7bc937e9141f9b58470d646__models__model_normalized.npz,235000,1500000,0.7599144376782927,0.03916279725603052,0.0029034174956218176,0.6571106382978723,0.718672340425532,0.7690340425531915,0.8358723404255319
chair__03001627__1007e20d5e811b308351982a6e40cf41__models__model_normalized.npz,235000,1500000,0.3318404081536317,0.02273572421831925,0.00560867514103881,0.46711914893617024,0.6006808510638297,0.6937531914893617,0.8483404255319149
chair__03001627__100b18376b885f206ae9ad7e32c4139d__models__model_normalized.npz,235000,1500000,0.2589652074575102,0.029524428766070053,0.0052860408662402545,0.47738297872340424,0.6615148936170213,0.7311659574468085,0.814995744680851
chair__03001627__1013f70851210a618f2e765c4a8ed3d__models__model_normalized.npz,235000,1500000,0.17247107646555362,0.020720616197642303,0.008024511174808856,0.342068085106383,0.5485191489361703,0.6849744680851064,0.8904723404255319
chair__03001627__1015e71a0d21b127de03ab2a27ba7531__models__model_normalized.npz,235000,1500000,0.7341561503579548,0.050894399647858246,0.006581937562486065,0.4747574468085106,0.5331276595744681,0.6093702127659575,0.8105021276595745
chair__03001627__1016f4debe988507589aae130c1f06fb__models__model_normalized.npz,235000,1500000,0.295814196939495,0.020291060243048203,0.004419667496706975,0.5363191489361702,0.6391659574468085,0.7257404255319149,0.8717829787234043
chair__03001627__1022fe7dd03f6a4d4d5ad9f13ac9f4e7__models__model_normalized.npz,235000,1500000,0.2932410609979898,0.03969172330332999,0.010793996700485971,0.34134468085106384,0.4897021276595745,0.5853744680851064,0.7411148936170213
chair__03001627__1028b32dc1873c2afe26a3ac360dbd4__models__model_normalized.npz,235000,1500000,0.7700279865519248,0.10532600817011101,0.007239830064825346,0.42751063829787234,0.5446042553191489,0.625463829787234,0.7643276595744681
chair__03001627__1031fc859dc3177a2f84cb7932f866fd__models__model_normalized.npz,235000,1500000,0.14821087071935352,0.02461211490930628,0.0098605115060741,0.38191063829787236,0.5014085106382978,0.5775361702127659,0.8444212765957447
chair__03001627__1033ee86cc8bac4390962e4fb7072b86__models__model_normalized.npz,235000,1500000,0.33772339023048925,0.015939597571681847,0.00424445642612149,0.5619276595744681,0.7000340425531915,0.7804595744680851,0.9541872340425532
chair__03001627__103a0a413d4c3353a723872ad91e4ed1__models__model_normalized.npz,235000,1500000,0.1948035171090982,0.010550397610431885,0.0033439572357570335,0.5968808510638298,0.6950127659574468,0.8133404255319149,0.9881489361702127
chair__03001627__103a60f3b09107df2da1314e036b435e__models__model_normalized.npz,235000,1500000,0.23295485538549077,0.03194729657813698,0.0063396020431655984,0.4257872340425532,0.5816808510638298,0.655468085106383,0.781936170212766
chair__03001627__103b75dfd146976563ed57e35c972b4b__models__model_normalized.npz,235000,1500000,0.3394893381721183,0.03680708395397816,0.005408924566693589,0.4698212765957447,0.6379617021276596,0.7030595744680851,0.763663829787234
chair__03001627__103c31671f8c0b1467bb14b25f99796e__models__model_normalized.npz,235000,1500000,0.20353885834385516,0.009877272584102979,0.0023106828264790515,0.716063829787234,0.7848978723404255,0.8630340425531915,0.9598382978723404
chair__03001627__103d77d63f0d68a044e6721e9db29c1b__models__model_normalized.npz,235000,1500000,0.11837275767671733,0.018987277270890945,0.004298746814722046,0.5595106382978723,0.6905574468085106,0.7516851063829787,0.8288808510638298
chair__03001627__104256e5bb73b0b719fb4103277a6b93__models__model_normalized.npz,235000,1500000,0.31158106183437123,0.0432284829575586,0.015071421325181144,0.31079148936170214,0.4429787234042553,0.5391617021276596,0.6750893617021276
chair__03001627__1049953406c81b237eaeab1f0c9120b7__models__model_normalized.npz,235000,1500000,0.294650173012634,0.06303189317121688,0.046577180577206515,0.17168510638297874,0.22379148936170212,0.30532765957446806,0.5250978723404255
chair__03001627__1055f78d441d170c4f3443b22038d340__models__model_normalized.npz,235000,1500000,0.5278461988483207,0.03852220065674416,0.010672113518568694,0.4045404255319149,0.49425531914893617,0.5593106382978723,0.7865489361702128
chair__03001627__1063d4fcd366de4060e37b3f76995f8b__models__model_normalized.npz,235000,1500000,0.17868975371236678,0.01842647638351377,0.005143730749976956,0.491936170212766,0.6139872340425532,0.7050127659574468,0.8747276595744681
chair__03001627__106a0dbaead5066519fb4103277a6b93__models__model_normalized.npz,235000,1500000,0.2813084445061043,0.06413953729484259,0.05175361067878345,0.1578936170212766,0.278263829787234,0.34987659574468083,0.4909914893617021
chair__03001627__106c7f10c5bf5bd5f51f77a6d7299806__models__model_normalized.npz,235000,1500000,0.1457245007559312,0.013008579426285943,0.0041524228442015925,0.5716510638297873,0.7121787234042554,0.7787744680851064,0.9362680851063829
chair__03001627__106e9487a1d47ff1a09cb462b3e723e2__models__model_normalized.npz,235000,1500000,0.28391644467685345,0.0506414231522923,0.005515610594289856,0.47118297872340426,0.5840510638297872,0.634536170212766,0.7052468085106383
chair__03001627__10709332176024ce9e47e7a22e24daa3__models__model_normalized.npz,235000,1500000,0.3242309785198258,0.030178765835806264,0.004909149399868484,0.5039617021276596,0.5925148936170213,0.6581063829787234,0.7776893617021277
chair__03001627__1079635b3da12a812cee4bf5d0f11ffe__models__model_normalized.npz,235000,1500000,0.2504367966277934,0.023132145168356308,0.006023799399118802,0.4185404255319149,0.6538723404255319,0.7541191489361702,0.8648212765957447
chair__03001627__107caefdad02cf1c8ab8e68cb52baa6a__models__model_normalized.npz,235000,1500000,0.14270302967174747,0.022226128451907762,0.006845603772686312,0.4419574468085106,0.5449191489361702,0.6298680851063829,0.8152765957446808
