file,surface_count,touch_count,max_nn_dist,mean_nn_dist,median_nn_dist,cov_0.005,cov_0.01,cov_0.02,cov_0.05
mug__03797390__1038e4eac0e18dcce02ae6d2a21d494a__models__model_normalized.npz,235000,1500000,0.2903391916690517,0.03286328627617402,0.006317096830330735,0.406736170212766,0.6198127659574468,0.695668085106383,0.7891404255319149
mug__03797390__10c2b3eac377b9084b3c42e318f3affc__models__model_normalized.npz,235000,1500000,0.2772336664082619,0.014181472448283378,0.004284916787145424,0.5743574468085106,0.7714808510638298,0.845068085106383,0.926936170212766
mug__03797390__10f6e09036350e92b3f21f1137c3c347__models__model_normalized.npz,235000,1500000,0.3589199741484545,0.015504786862988711,0.006590942812022774,0.36298297872340424,0.6700085106382979,0.8858382978723405,0.9697404255319149
mug__03797390__127944b6dabee1c9e20e92c5b8147e4a__models__model_normalized.npz,235000,1500000,0.5234629605961741,0.03525621702267045,0.021122769435835076,0.28871914893617023,0.4189148936170213,0.46385106382978725,0.8688297872340426
mug__03797390__128ecbc10df5b05d96eaf1340564a4de__models__model_normalized.npz,235000,1500000,0.36623121254525776,0.04741183426226113,0.02983544412978907,0.2918936170212766,0.3949404255319149,0.45459574468085107,0.5737063829787235
mug__03797390__1305b9266d38eb4d9f818dd0aa1a251__models__model_normalized.npz,235000,1500000,0.15654649815759927,0.03565935858951582,0.015177751375386496,0.3102255319148936,0.46602978723404254,0.5194851063829787,0.6008808510638298
mug__03797390__141f1db25095b16dcfb3760e4293e310__models__model_normalized.npz,235000,1500000,0.18610051848717832,0.04983885166672784,0.011502582400527487,0.2583957446808511,0.47452340425531914,0.5565914893617021,0.6327489361702128
mug__03797390__159e56c18906830278d8f8c02c47cde0__models__model_normalized.npz,235000,1500000,0.1494324427117675,0.020569493556019332,0.010110799163905882,0.3339404255319149,0.49883404255319147,0.5600085106382978,0.9639021276595745
mug__03797390__15bd6225c209a8e3654b0ce7754570c8__models__model_normalized.npz,235000,1500000,0.4569903051972785,0.040060456133284766,0.01001140783665514,0.3121276595744681,0.49983404255319147,0.5504382978723404,0.6041404255319149
mug__03797390__162201dfe14b73f0281365259d1cf342__models__model_normalized.npz,235000,1500000,0.40907756322155786,0.046037971038812596,0.028800508440490723,0.2453531914893617,0.4083702127659575,0.46761702127659577,0.5700851063829787
mug__03797390__17952a204c0a9f526c69dceb67157a66__models__model_normalized.npz,235000,1500000,0.45678512261778764,0.03210461446798661,0.012863842186722048,0.30483404255319146,0.43842553191489364,0.6462893617021277,0.8756382978723404
mug__03797390__187859d3c3a2fd23f54e1b6f41fdd78a__models__model_normalized.npz,235000,1500000,0.5256751013444269,0.0476900189955097,0.027449178804307285,0.2743872340425532,0.42983404255319146,0.480468085106383,0.547136170212766
