file,surface_count,touch_count,max_nn_dist,mean_nn_dist,median_nn_dist,cov_0.005,cov_0.01,cov_0.02,cov_0.05
guitar__03467517__10158b6f14c2700871e863c034067817__models__model_normalized.npz,235000,1500000,0.06398629828139953,0.00519572305366041,0.002022940274120296,0.7789574468085106,0.854731914893617,0.9277446808510639,0.9984765957446808
guitar__03467517__1070208ea6a020b8782a47e264016477__models__model_normalized.npz,235000,1500000,0.04612504758686239,0.004877915252995536,0.001695795568955697,0.8110212765957446,0.8620765957446809,0.9263829787234042,1.0
guitar__03467517__10b65379796e96091c86d29189611a06__models__model_normalized.npz,235000,1500000,0.054387739832625535,0.005564397120552741,0.0023937522827724524,0.7572255319148936,0.8486085106382979,0.9206382978723404,0.9992340425531915
guitar__03467517__10c6c59350abb4c3a8a9e1c6e66d8abf__models__model_normalized.npz,235000,1500000,0.039652174924107025,0.00464475761091255,0.0014326647749751077,0.8150382978723404,0.8708808510638298,0.9315106382978724,1.0
guitar__03467517__10d2c216c70b788485b61f146daff2fb__models__model_normalized.npz,235000,1500000,0.04958873812039215,0.003822201077773018,0.0017659803703527414,0.8556723404255319,0.9020808510638297,0.953063829787234,1.0
guitar__03467517__113b65f0e68314737c481698bd5233b4__models__model_normalized.npz,235000,1500000,0.08544507367555967,0.005890768136718671,0.0022356632437994977,0.7009574468085107,0.8215234042553191,0.9111659574468085,0.9979914893617021
guitar__03467517__1157ee852f69a82376d05024fabfa1e5__models__model_normalized.npz,235000,1500000,0.10748603452443886,0.005583727717936236,0.002398000271677043,0.7419617021276596,0.8330297872340425,0.9237531914893617,0.9985234042553192
guitar__03467517__11e4201608076126d67ed0980f6dfc4__models__model_normalized.npz,235000,1500000,0.04681870830928843,0.002741992932548463,0.0016288301026840877,0.9151446808510638,0.9556978723404256,0.9799191489361702,1.0
guitar__03467517__120b5821b1d27de5ba32f71f79130dff__models__model_normalized.npz,235000,1500000,0.056074416078531815,0.0046363218801527065,0.0022749458465708933,0.7652723404255319,0.8310851063829787,0.9671659574468086,0.9995744680851064
guitar__03467517__1218fa3b8681bfa5d57700c05b1862d8__models__model_normalized.npz,235000,1500000,0.05972777270582366,0.005538982634803263,0.0021247546427560233,0.7359234042553191,0.8381191489361702,0.9233617021276596,0.9980170212765958
