file,surface_count,touch_count,max_nn_dist,mean_nn_dist,median_nn_dist,cov_0.005,cov_0.01,cov_0.02,cov_0.05
camera__02942699__1298634053ad50d36d07c55cf995503e__models__model_normalized.npz,235000,1500000,0.19995239001447165,0.02380063250710995,0.006184468531729289,0.47451489361702126,0.5413829787234042,0.6193744680851064,0.8120765957446808
camera__02942699__147183af1ba4e97b8a94168388287ad5__models__model_normalized.npz,235000,1500000,0.22943412367071958,0.04036086775910738,0.016603208353739823,0.3885063829787234,0.45681702127659574,0.5199617021276596,0.6649829787234043
camera__02942699__15e72ce7a8a328d1fd9cfa6c7f5305bc__models__model_normalized.npz,235000,1500000,0.29053688930646715,0.03338115479132164,0.005965028664464828,0.4546085106382979,0.5785148936170212,0.6446042553191489,0.7675276595744681
camera__02942699__17a010f0ade4d1fd83a3e53900c6cbba__models__model_normalized.npz,235000,1500000,0.34873633415569066,0.04434634248383887,0.022496933502193898,0.236,0.35951489361702127,0.47179574468085106,0.6734765957446809
camera__02942699__1967344f80da29618d342172201b8d8c__models__model_normalized.npz,235000,1500000,0.2813882204436977,0.03979391682559946,0.018427669581675275,0.3125531914893617,0.4378382978723404,0.5086893617021276,0.6787191489361702
camera__02942699__1ab3abb5c090d9b68e940c4e64a94e1e__models__model_normalized.npz,235000,1500000,0.2932457966899513,0.03363478656027956,0.00804147867048767,0.4235617021276596,0.520463829787234,0.5858936170212766,0.7426127659574469
camera__02942699__1cc93f96ad5e16a85d3f270c1c35f1c7__models__model_normalized.npz,235000,1500000,0.24385791212957864,0.029258713689073696,0.0034205556795501367,0.5816893617021277,0.6410212765957447,0.6879574468085107,0.7868936170212766
camera__02942699__2153bc743019671ae60635d9e388f801__models__model_normalized.npz,235000,1500000,0.3158272792091994,0.035464033546841564,0.01062550223596987,0.38430212765957444,0.49399574468085106,0.582727659574468,0.7353914893617022
camera__02942699__21f65f53f74f1b58de8982fc28ddacc3__models__model_normalized.npz,235000,1500000,0.35999664394473435,0.0814740904427513,0.06310852443261257,0.0945531914893617,0.17946808510638299,0.24339148936170213,0.4105617021276596
camera__02942699__22217d5660444eeeca93934e5f39869__models__model_normalized.npz,235000,1500000,0.426229480789048,0.08356265002019402,0.06605508840338967,0.18408510638297873,0.2848468085106383,0.3366,0.4436851063829787
